sls_ord_num,prd_key,CID,sls_sales,sls_quantity,sls_price,GEN,cst_firstname,cst_lastname,cst_marital_status,CNTRY,prd_id,prd_nm,prd_cost,prd_line,ID,CAT,SUBCAT,MAINTENANCE,order_date,ship_date,due_date,birth_date,customer_creation_date,product_start_date,product_end_date,is_active_product,customer_age,order_to_ship_days,order_date_month,ship_date_month,due_date_month,birth_date_month,customer_creation_date_month,product_start_date_month,product_end_date_month
SO49584,BK-R89R-44,13894,2443.0,1,2443.0,FEMALE,Robyn,Ruiz,Married,US,368,Road-250 Red- 44,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1974-08-25,2025-10-12,2012-07-01,2008-12-27,False,50,7,September,September,September,August,October,July,December
SO49585,BK-M68B-46,12644,2049.0,1,2049.0,FEMALE,Rachel,Reed,Married,UNITED KINGDOM,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1958-12-01,2025-10-08,2012-07-01,2008-12-27,False,66,7,September,September,September,December,October,July,December
SO49586,BK-M68S-38,12500,2071.0,1,2071.0,FEMALE,Kathleen,Vazquez,Single,DE,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1984-08-12,2025-10-08,2012-07-01,2008-12-27,False,40,7,September,September,September,August,October,July,December
SO49587,BK-M68S-46,14301,2071.0,1,2071.0,MALE,Ruben,Vazquez,Married,AUSTRALIA,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1967-09-14,2025-10-12,2012-07-01,2008-12-27,False,57,7,September,September,September,September,October,July,December
SO49588,BK-M68S-42,14226,2071.0,1,2071.0,FEMALE,Heidi,Mehta,Single,AUSTRALIA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1978-01-23,2025-10-12,2012-07-01,2008-12-27,False,47,7,September,September,September,January,October,July,December
SO49589,BK-M68B-46,14263,2049.0,1,2049.0,FEMALE,Nina,Lal,Single,AUSTRALIA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1959-08-24,2025-10-12,2012-07-01,2008-12-27,False,65,7,September,September,September,August,October,July,December
SO49591,BK-M68S-38,27092,2071.0,1,2071.0,FEMALE,Marissa,Ross,Single,UNITED STATES,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1982-03-07,2026-01-14,2012-07-01,2008-12-27,False,43,7,September,September,September,March,January,July,December
SO49592,BK-R50R-44,15558,783.0,1,783.0,FEMALE,Hailey,Morris,Married,USA,326,Road-650 Red- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1965-09-29,2026-01-04,2011-07-01,2007-12-28,False,59,7,September,September,September,September,January,July,December
SO49593,BK-R50R-44,15561,783.0,1,783.0,MALE,Angel,Young,Single,USA,326,Road-650 Red- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1970-01-24,2026-01-04,2011-07-01,2007-12-28,False,55,7,September,September,September,January,January,July,December
SO49594,BK-R89B-58,24005,2182.0,1,2182.0,MALE,Julio,Jimenez,Single,AUSTRALIA,379,Road-250 Black- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1984-11-03,2026-01-05,2012-07-01,2008-12-27,False,40,7,September,September,September,November,January,July,December
SO49595,BK-R64Y-40,25107,1000.0,1,1000.0,MALE,Mason,Ramirez,Single,AUSTRALIA,383,Road-550-W Yellow- 40,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1980-05-13,2026-01-05,2012-07-01,2008-12-27,False,45,7,September,September,September,May,January,July,December
SO49596,BK-R89B-58,23653,2182.0,1,2182.0,MALE,Devin,Campbell,Single,AUSTRALIA,379,Road-250 Black- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1979-04-20,2026-01-05,2012-07-01,2008-12-27,False,46,7,September,September,September,April,January,July,December
SO49597,BK-R89R-44,24001,2443.0,1,2443.0,MALE,Arthur,Raman,Single,AUSTRALIA,368,Road-250 Red- 44,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-01,2012-09-08,2012-09-13,1983-03-11,2026-01-05,2012-07-01,2008-12-27,False,42,7,September,September,September,March,January,July,December
SO49598,BK-R89B-48,15710,2182.0,1,2182.0,FEMALE,Brandy,Rana,Married,FRANCE,375,Road-250 Black- 48,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-02,2012-09-09,2012-09-14,1953-07-22,2026-01-04,2012-07-01,2008-12-27,False,71,7,September,September,September,July,January,July,December
SO49599,BK-R89R-44,15921,2443.0,1,2443.0,MALE,Donald,Patel,Single,FRANCE,368,Road-250 Red- 44,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-02,2012-09-09,2012-09-14,1968-11-22,2026-01-04,2012-07-01,2008-12-27,False,56,7,September,September,September,November,January,July,December
SO49600,BK-R64Y-38,14381,1000.0,1,1000.0,FEMALE,Alexa,Cooper,Single,US,381,Road-550-W Yellow- 38,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-02,2012-09-09,2012-09-14,1961-06-17,2025-10-12,2012-07-01,2008-12-27,False,63,7,September,September,September,June,October,July,December
SO49601,BK-R64Y-48,14382,1000.0,1,1000.0,MALE,Darren,Blanco,Single,US,389,Road-550-W Yellow- 48,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-02,2012-09-09,2012-09-14,1955-11-03,2025-10-12,2012-07-01,2008-12-27,False,69,7,September,September,September,November,October,July,December
SO49602,BK-R50R-52,15737,783.0,1,783.0,MALE,Alexander,Robinson,Single,USA,330,Road-650 Red- 52,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-02,2012-09-09,2012-09-14,1946-10-02,2026-01-04,2011-07-01,2007-12-28,False,78,7,September,September,September,October,January,July,December
SO49603,BK-R89R-44,23655,2443.0,1,2443.0,FEMALE,Grace,Murphy,Single,AUSTRALIA,368,Road-250 Red- 44,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-02,2012-09-09,2012-09-14,1978-05-21,2026-01-05,2012-07-01,2008-12-27,False,47,7,September,September,September,May,January,July,December
SO49604,BK-R89R-52,17221,2443.0,1,2443.0,MALE,Ricky,Navarro,Married,GERMANY,370,Road-250 Red- 52,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-03,2012-09-10,2012-09-15,1955-04-01,2026-01-04,2012-07-01,2008-12-27,False,70,7,September,September,September,April,January,July,December
SO49605,BK-R64Y-38,19065,1000.0,1,1000.0,FEMALE,Michele,Arun,Married,GERMANY,381,Road-550-W Yellow- 38,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-03,2012-09-10,2012-09-15,1957-10-22,2026-01-05,2012-07-01,2008-12-27,False,67,7,September,September,September,October,January,July,December
SO49608,BK-M68S-46,14262,2071.0,1,2071.0,MALE,Jon,He,Married,AUSTRALIA,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-03,2012-09-10,2012-09-15,1964-11-07,2025-10-12,2012-07-01,2008-12-27,False,60,7,September,September,September,November,October,July,December
SO49609,BK-R64Y-44,14367,1000.0,1,1000.0,FEMALE,Courtney,Green,Single,US,387,Road-550-W Yellow- 44,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-03,2012-09-10,2012-09-15,1982-02-25,2025-10-12,2012-07-01,2008-12-27,False,43,7,September,September,September,February,October,July,December
SO49610,BK-M68B-38,27105,2049.0,1,2049.0,MALE,Sean,Perez,Single,UNITED STATES,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-03,2012-09-10,2012-09-15,1975-12-11,2026-01-14,2012-07-01,2008-12-27,False,49,7,September,September,September,December,January,July,December
SO49611,BK-R50B-52,15554,783.0,1,783.0,FEMALE,Zoe,Bailey,Single,USA,342,Road-650 Black- 52,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-03,2012-09-10,2012-09-15,1973-03-01,2026-01-04,2011-07-01,2007-12-28,False,52,7,September,September,September,March,January,July,December
SO49613,BK-R89B-48,16052,2182.0,1,2182.0,MALE,Danny,Gutierrez,Married,FRANCE,375,Road-250 Black- 48,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1962-05-06,2026-01-04,2012-07-01,2008-12-27,False,63,7,September,September,September,May,January,July,December
SO49616,BK-M68S-38,12479,2071.0,1,2071.0,FEMALE,Priscilla,Tang,Married,DE,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1970-11-09,2025-10-08,2012-07-01,2008-12-27,False,54,7,September,September,September,November,October,July,December
SO49618,BK-M68S-38,14306,2071.0,1,2071.0,MALE,Byron,Ramos,Married,AUSTRALIA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1966-11-05,2025-10-12,2012-07-01,2008-12-27,False,58,7,September,September,September,November,October,July,December
SO49619,BK-M68B-46,14324,2049.0,1,2049.0,FEMALE,Jessie,Alvarez,Single,AUSTRALIA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1962-09-07,2025-10-12,2012-07-01,2008-12-27,False,62,7,September,September,September,September,October,July,December
SO49620,BK-M68S-46,14326,2071.0,1,2071.0,MALE,Joe,Perez,Single,AUSTRALIA,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1962-09-30,2025-10-12,2012-07-01,2008-12-27,False,62,7,September,September,September,September,October,July,December
SO49621,BK-M68S-38,14348,2071.0,1,2071.0,MALE,Alex,Scott,Married,AUSTRALIA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1948-05-15,2025-10-12,2012-07-01,2008-12-27,False,77,7,September,September,September,May,October,July,December
SO49622,BK-M68S-38,14668,2071.0,1,2071.0,MALE,Joe,Martin,Married,AUSTRALIA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1975-09-01,2025-10-12,2012-07-01,2008-12-27,False,49,7,September,September,September,September,October,July,December
SO49623,BK-M68S-46,27088,2071.0,1,2071.0,MALE,Tristan,Patterson,Single,UNITED STATES,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1981-05-18,2026-01-14,2012-07-01,2008-12-27,False,44,7,September,September,September,May,January,July,December
SO49624,BK-R64Y-38,25051,1000.0,1,1000.0,FEMALE,Suzanne,Cai,Single,AUSTRALIA,381,Road-550-W Yellow- 38,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1961-09-24,2026-01-05,2012-07-01,2008-12-27,False,63,7,September,September,September,September,January,July,December
SO49625,BK-R64Y-38,25053,1000.0,1,1000.0,MALE,Colin,Andersen,Married,AUSTRALIA,381,Road-550-W Yellow- 38,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1968-08-19,2026-01-05,2012-07-01,2008-12-27,False,56,7,September,September,September,August,January,July,December
SO49626,BK-R89B-52,23998,2182.0,1,2182.0,MALE,Arturo,Raji,Married,AUSTRALIA,377,Road-250 Black- 52,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-04,2012-09-11,2012-09-16,1983-11-23,2026-01-05,2012-07-01,2008-12-27,False,41,7,September,September,September,November,January,July,December
SO49627,BK-M68B-38,14230,2049.0,1,2049.0,MALE,Luis,Coleman,Single,AUSTRALIA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-05,2012-09-12,2012-09-17,1977-01-07,2025-10-12,2012-07-01,2008-12-27,False,48,7,September,September,September,January,October,July,December
SO49628,BK-M68B-46,27104,2049.0,1,2049.0,MALE,Randy,Zhu,Married,UNITED STATES,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-05,2012-09-12,2012-09-17,1976-04-01,2026-01-14,2012-07-01,2008-12-27,False,49,7,September,September,September,April,January,July,December
SO49629,BK-R50R-62,15557,783.0,1,783.0,MALE,Nathaniel,Murphy,Married,USA,324,Road-650 Red- 62,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-05,2012-09-12,2012-09-17,1966-02-11,2026-01-04,2011-07-01,2007-12-28,False,59,7,September,September,September,February,January,July,December
SO49630,BK-R89B-48,23651,2182.0,1,2182.0,MALE,Marvin,Alvarez,Married,AUSTRALIA,375,Road-250 Black- 48,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-05,2012-09-12,2012-09-17,1978-07-26,2026-01-05,2012-07-01,2008-12-27,False,46,7,September,September,September,July,January,July,December
SO49631,BK-M68S-42,14260,2071.0,1,2071.0,MALE,Frank,Ruiz,Single,AUSTRALIA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-05,2012-09-12,2012-09-17,1959-06-09,2025-10-12,2012-07-01,2008-12-27,False,66,7,September,September,September,June,October,July,December
SO49633,BK-R89B-44,26202,2182.0,1,2182.0,FEMALE,Haley,Simmons,Married,CANADA,373,Road-250 Black- 44,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-06,2012-09-13,2012-09-18,1974-02-11,2026-01-14,2012-07-01,2008-12-27,False,51,7,September,September,September,February,January,July,December
SO49634,BK-M68B-42,14279,2049.0,1,2049.0,FEMALE,Taylor,Barnes,Married,AUSTRALIA,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-06,2012-09-13,2012-09-18,1969-07-31,2025-10-12,2012-07-01,2008-12-27,False,55,7,September,September,September,July,October,July,December
SO49635,BK-M68S-46,27097,2071.0,1,2071.0,FEMALE,Kaitlyn,Gonzales,Married,UNITED STATES,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-06,2012-09-13,2012-09-18,1973-09-19,2026-01-14,2012-07-01,2008-12-27,False,51,7,September,September,September,September,January,July,December
SO49636,BK-R89R-48,23665,2443.0,1,2443.0,FEMALE,Crystal,Yang,Single,AUSTRALIA,369,Road-250 Red- 48,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-06,2012-09-13,2012-09-18,1976-05-08,2026-01-05,2012-07-01,2008-12-27,False,49,7,September,September,September,May,January,July,December
SO49637,BK-R89B-52,17943,2182.0,1,2182.0,MALE,Joe,Romero,Single,UNITED KINGDOM,377,Road-250 Black- 52,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-07,2012-09-14,2012-09-19,1970-01-15,2026-01-04,2012-07-01,2008-12-27,False,55,7,September,September,September,January,January,July,December
SO49638,BK-R64Y-42,19067,1000.0,1,1000.0,FEMALE,Misty,Luo,Married,GERMANY,385,Road-550-W Yellow- 42,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-07,2012-09-14,2012-09-19,1956-08-07,2026-01-05,2012-07-01,2008-12-27,False,68,7,September,September,September,August,January,July,December
SO49639,BK-R50R-48,19386,783.0,1,783.0,MALE,Allen,Martinez,Single,FRANCE,328,Road-650 Red- 48,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-07,2012-09-14,2012-09-19,1979-12-23,2026-01-05,2011-07-01,2007-12-28,False,45,7,September,September,September,December,January,July,December
SO49640,BK-M68B-46,12462,2049.0,1,2049.0,MALE,Levi,Suri,Married,DE,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-07,2012-09-14,2012-09-19,1973-12-09,2025-10-08,2012-07-01,2008-12-27,False,51,7,September,September,September,December,October,July,December
SO49641,BK-M68B-38,14276,2049.0,1,2049.0,FEMALE,Melody,Suarez,Single,AUSTRALIA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-07,2012-09-14,2012-09-19,1961-01-06,2025-10-12,2012-07-01,2008-12-27,False,64,7,September,September,September,January,October,July,December
SO49642,BK-M68S-46,14299,2071.0,1,2071.0,MALE,Jermaine,Chandra,Married,AUSTRALIA,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-07,2012-09-14,2012-09-19,1972-12-08,2025-10-12,2012-07-01,2008-12-27,False,52,7,September,September,September,December,October,July,December
SO49643,BK-R89B-48,24006,2182.0,1,2182.0,MALE,Peter,Deng,Single,AUSTRALIA,375,Road-250 Black- 48,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-07,2012-09-14,2012-09-19,1985-04-02,2026-01-05,2012-07-01,2008-12-27,False,40,7,September,September,September,April,January,July,December
SO49644,BK-R50R-44,26768,783.0,1,783.0,FEMALE,Cristina,Shen,Married,AUSTRALIA,326,Road-650 Red- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-07,2012-09-14,2012-09-19,1963-06-11,2026-01-14,2011-07-01,2007-12-28,False,62,7,September,September,September,June,January,July,December
SO49645,BK-R89R-52,15678,2443.0,1,2443.0,FEMALE,Susan,Zhou,Married,FRANCE,370,Road-250 Red- 52,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1980-06-04,2026-01-04,2012-07-01,2008-12-27,False,45,7,September,September,September,June,January,July,December
SO49646,BK-R89B-58,15688,2182.0,1,2182.0,MALE,Chase,Gray,Married,FRANCE,379,Road-250 Black- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1950-11-04,2026-01-04,2012-07-01,2008-12-27,False,74,7,September,September,September,November,January,July,December
SO49647,BK-R89R-44,17742,2443.0,1,2443.0,MALE,Randall,Romero,Single,GERMANY,368,Road-250 Red- 44,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1966-10-31,2026-01-04,2012-07-01,2008-12-27,False,58,7,September,September,September,October,January,July,December
SO49648,BK-R64Y-40,19455,1000.0,1,1000.0,MALE,Jack,Perez,Single,UNITED KINGDOM,383,Road-550-W Yellow- 40,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1972-11-29,2026-01-05,2012-07-01,2008-12-27,False,52,7,September,September,September,November,January,July,December
SO49650,BK-M68B-42,12637,2049.0,1,2049.0,MALE,Leonard,Nath,Married,UNITED KINGDOM,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1951-08-30,2025-10-08,2012-07-01,2008-12-27,False,73,7,September,September,September,August,October,July,December
SO49651,BK-M68S-38,14670,2071.0,1,2071.0,FEMALE,Leslie,Gill,Single,AUSTRALIA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1974-05-03,2025-10-12,2012-07-01,2008-12-27,False,51,7,September,September,September,May,October,July,December
SO49652,BK-M68B-46,14855,2049.0,1,2049.0,FEMALE,Deanna,Weber,Single,AUSTRALIA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1954-06-23,2025-10-12,2012-07-01,2008-12-27,False,70,7,September,September,September,June,October,July,December
SO49653,BK-M68S-38,15014,2071.0,1,2071.0,MALE,Warren,Liu,Married,AUSTRALIA,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1960-07-15,2025-10-12,2012-07-01,2008-12-27,False,64,7,September,September,September,July,October,July,December
SO49654,BK-M68B-38,14224,2049.0,1,2049.0,FEMALE,Tamara,She,Single,AUSTRALIA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1984-09-17,2025-10-12,2012-07-01,2008-12-27,False,40,7,September,September,September,September,October,July,December
SO49655,BK-M68S-46,27079,2071.0,1,2071.0,FEMALE,Natalie,Lewis,Married,UNITED STATES,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1976-03-16,2026-01-14,2012-07-01,2008-12-27,False,49,7,September,September,September,March,January,July,December
SO49656,BK-M68B-46,27083,2049.0,1,2049.0,MALE,Kevin,Perry,Married,UNITED STATES,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1975-08-02,2026-01-14,2012-07-01,2008-12-27,False,49,7,September,September,September,August,January,July,December
SO49657,BK-R50B-48,15750,783.0,1,783.0,FEMALE,Kaitlin,Martinez,Married,USA,340,Road-650 Black- 48,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1984-10-16,2026-01-04,2011-07-01,2007-12-28,False,40,7,September,September,September,October,January,July,December
SO49658,BK-R50B-62,15763,783.0,1,783.0,MALE,Xavier,Young,Married,USA,336,Road-650 Black- 62,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1980-01-22,2026-01-04,2011-07-01,2007-12-28,False,45,7,September,September,September,January,January,July,December
SO49660,BK-R89R-58,23660,2182.0,1,2182.0,FEMALE,Christy,Tang,Single,AUSTRALIA,371,Road-250 Red- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1978-05-20,2026-01-05,2012-07-01,2008-12-27,False,47,7,September,September,September,May,January,July,December
SO49661,BK-R89R-52,23995,2443.0,1,2443.0,MALE,Bradley,Carson,Single,AUSTRALIA,370,Road-250 Red- 52,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1985-12-01,2026-01-05,2012-07-01,2008-12-27,False,39,7,September,September,September,December,January,July,December
SO49662,BK-R50R-52,26763,783.0,1,783.0,MALE,Grant,Shen,Married,AUSTRALIA,330,Road-650 Red- 52,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1966-08-13,2026-01-14,2011-07-01,2007-12-28,False,58,7,September,September,September,August,January,July,December
SO49663,BK-R50B-44,26767,783.0,1,783.0,FEMALE,Alisha,Goel,Single,AUSTRALIA,338,Road-650 Black- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-08,2012-09-15,2012-09-20,1979-10-18,2026-01-14,2011-07-01,2007-12-28,False,45,7,September,September,September,October,January,July,December
SO49664,BK-R89R-44,17896,2443.0,1,2443.0,FEMALE,Renee,Gutierrez,Single,UNITED KINGDOM,368,Road-250 Red- 44,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-09,2012-09-16,2012-09-21,1965-11-04,2026-01-04,2012-07-01,2008-12-27,False,59,7,September,September,September,November,January,July,December
SO49666,BK-M68B-46,14287,2049.0,1,2049.0,MALE,Derek,Xie,Single,AUSTRALIA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-09,2012-09-16,2012-09-21,1976-02-20,2025-10-12,2012-07-01,2008-12-27,False,49,7,September,September,September,February,October,July,December
SO49667,BK-M68S-42,14673,2071.0,1,2071.0,MALE,Willie,Rai,Married,AUSTRALIA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-09,2012-09-16,2012-09-21,1974-12-21,2025-10-12,2012-07-01,2008-12-27,False,50,7,September,September,September,December,October,July,December
SO49668,BK-M68B-46,14261,2049.0,1,2049.0,FEMALE,Meredith,Subram,Single,AUSTRALIA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-09,2012-09-16,2012-09-21,1958-08-13,2025-10-12,2012-07-01,2008-12-27,False,66,7,September,September,September,August,October,July,December
SO49669,BK-M68S-38,27080,2071.0,1,2071.0,MALE,Nathan,Campbell,Married,UNITED STATES,352,Mountain-200 Silver- 38,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-09,2012-09-16,2012-09-21,1975-12-01,2026-01-14,2012-07-01,2008-12-27,False,49,7,September,September,September,December,January,July,December
SO49670,BK-R89B-52,23996,2182.0,1,2182.0,MALE,Richard,Lee,Single,AUSTRALIA,377,Road-250 Black- 52,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-09,2012-09-16,2012-09-21,1984-10-16,2026-01-05,2012-07-01,2008-12-27,False,40,7,September,September,September,October,January,July,December
SO49671,BK-R89B-44,17199,2182.0,1,2182.0,MALE,Dennis,Zhou,Married,GERMANY,373,Road-250 Black- 44,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-10,2012-09-17,2012-09-22,1956-11-04,2026-01-04,2012-07-01,2008-12-27,False,68,7,September,September,September,November,January,July,December
SO49672,BK-R89B-58,16259,2182.0,1,2182.0,FEMALE,Ebony,Sai,Single,FRANCE,379,Road-250 Black- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-10,2012-09-17,2012-09-22,1971-10-19,2026-01-04,2012-07-01,2008-12-27,False,53,7,September,September,September,October,January,July,December
SO49674,BK-R89R-48,13887,2443.0,1,2443.0,MALE,Nathan,Scott,Married,US,369,Road-250 Red- 48,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2012-09-10,2012-09-17,2012-09-22,1981-10-08,2025-10-12,2012-07-01,2008-12-27,False,43,7,September,September,September,October,October,July,December
SO49675,BK-M68B-42,11241,2049.0,1,2049.0,FEMALE,Lisa,Cai,Single,FRANCE,360,Mountain-200 Black- 42,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-10,2012-09-17,2012-09-22,1974-04-06,2025-10-08,2012-07-01,2008-12-27,False,51,7,September,September,September,April,October,July,December
SO49676,BK-M68S-46,12658,2071.0,1,2071.0,FEMALE,Joy,Gomez,Married,UNITED KINGDOM,356,Mountain-200 Silver- 46,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-10,2012-09-17,2012-09-22,1960-01-08,2025-10-08,2012-07-01,2008-12-27,False,65,7,September,September,September,January,October,July,December
SO49677,BK-M68B-38,14666,2049.0,1,2049.0,MALE,Louis,Gao,Married,AUSTRALIA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2012-09-10,2012-09-17,2012-09-22,1980-02-07,2025-10-12,2012-07-01,2008-12-27,False,45,7,September,September,September,February,October,July,December
